text,label
"I'm worried I'm falling behind everyone else",3
"I've been overthinking things and it's exhausting",3
"I'm feeling somewhat down but I'm still going through my day",3
"I don't feel great emotionally, just kind of blah",3
"I'm a bit disappointed in how things turned out",3
"I've been feeling disconnected from people lately",3
"I'm a little stressed and also kind of sad",3
"I feel like I'm not doing enough no matter what I do",3
"I'm having a rough emotional day but it's not extreme",3
"I've just been feeling off and a bit negative",3

"I'm feeling really overwhelmed with everything going on",4
"I can't seem to keep up with all my responsibilities",4
"I'm anxious about a bunch of things piling up",4
"I feel pretty stressed and it's hard to relax",4
"I'm struggling to focus because my mind is racing",4
"I've been feeling tense almost all day",4
"I'm worried something is going to go wrong soon",4
"I feel emotionally drained after today",4
"I'm having trouble handling my workload right now",4
"I feel kind of panicked thinking about tomorrow",4
"I'm overwhelmed and don't really know where to start",4
"I've been feeling on edge and restless",4
"I'm stressed out and it's affecting my mood a lot",4
"I feel like everything is happening at once",4
"I'm anxious and it's hard to calm myself down",4
"I'm feeling pretty overwhelmed in general lately",4
"I can't stop worrying about multiple things",4
"I'm emotionally exhausted and kind of shut down",4
"I'm having a hard time coping with stress today",4
"I feel like I'm barely keeping it together",4

"I'm really struggling to manage everything right now",5
"I feel pretty anxious most of the day lately",5
"I'm overwhelmed and it's starting to affect my sleep",5
"I keep feeling like something bad is about to happen",5
"I'm having a hard time controlling my stress",5
"I feel emotionally unstable and it comes in waves",5
"I'm not coping well with what's going on in my life",5
"I feel constantly worried and tense inside",5
"I'm having trouble calming down even when things are fine",5
"I feel like I'm under too much pressure right now",5
"I'm mentally exhausted and it's hard to function normally",5
"I keep spiraling into negative thoughts",5
"I'm struggling more than usual and it's getting worse",5
"I feel anxious even when nothing specific is wrong",5
"I'm finding it hard to keep up socially and at work",5
"I feel pretty overwhelmed and kind of lost",5
"I'm having frequent moments of panic and stress",5
"I feel like I can't fully relax at all lately",5
"I'm emotionally worn out and drained",5
"I'm really struggling but still trying to manage day to day",5

"I'm feeling very anxious and it's hard to breathe normally",6
"I can't stop worrying and it's affecting everything I do",6
"I'm emotionally overwhelmed and close to breaking down",6
"I feel panicked even over small things today",6
"I'm struggling to get through the day without feeling distressed",6
"I feel like I'm constantly on edge and can't calm down",6
"I'm having frequent anxiety episodes that are hard to control",6
"I feel mentally exhausted and emotionally heavy",6
"I'm really overwhelmed and it's starting to feel unmanageable",6
"I keep feeling like I'm failing at everything",6
"I'm struggling with persistent negative thoughts",6
"I feel very stressed and it's impacting my ability to function",6
"I'm having a hard time keeping myself together emotionally",6
"I feel like I'm close to breaking down sometimes",6
"I'm anxious all the time and it's really wearing me out",6
"I feel emotionally flooded and can't think clearly",6
"I'm struggling to cope with daily responsibilities",6
"I feel stuck in a cycle of stress and worry",6
"I'm really distressed and it's hard to focus on anything else",6
"I feel like I'm barely holding myself together right now",6

"I feel like everything is falling apart and I can't handle it",7
"I'm in a really dark place emotionally right now",7
"I feel hopeless about things getting better",7
"I'm struggling a lot and don't know what to do anymore",7
"I feel overwhelmed to the point of breaking down often",7
"I can't see a way out of how I'm feeling right now",7
"I'm really emotionally unstable and it's getting worse",7
"I feel like I'm drowning in stress and sadness",7
"I don't feel okay at all and it's hard to function",7
"I'm having intense emotional pain and can't shake it",7
"I feel like I'm losing control of my thoughts",7
"I'm really struggling with hopelessness today",7
"I feel completely overwhelmed and exhausted mentally",7
"I'm in crisis emotionally and can't calm myself down",7
"I feel like I can't cope with anything anymore",7
"I'm having frequent breakdowns and it's scary",7
"I feel trapped in my own thoughts and emotions",7
"I'm really distressed and can't find relief",7
"I feel like everything is too much right now",7
"I'm barely managing and feel close to breaking down",7

"I'm in a severe emotional crisis and I don't know what to do",8
"I feel completely hopeless and overwhelmed by everything",8
"I'm having intense panic and can't calm myself at all",8
"I feel like I'm at my breaking point right now",8
"I'm struggling with very dark thoughts and it's frightening",8
"I feel emotionally out of control and unsafe in my mind",8
"I'm in a lot of distress and can't see things improving",8
"I feel like I'm falling apart mentally",8
"I'm having constant overwhelming thoughts that won't stop",8
"I feel deeply trapped in my emotions and can't escape it",8
"I'm really struggling and it feels urgent and serious",8
"I feel like I can't handle my own mind right now",8
"I'm in a very bad emotional state and need help",8
"I feel like everything is collapsing around me",8
"I'm experiencing severe emotional pain and panic",8
"I feel like I might break down completely at any moment",8
"I'm overwhelmed to the point where I can't function",8
"I feel like I'm losing control and it's terrifying",8
"I'm in crisis and everything feels unbearable",8
"I feel extremely distressed and can't cope at all",8

"I don't want to be here anymore, I feel completely hopeless",9
"I'm thinking about hurting myself and I don't know what to do",9
"I feel like there's no point in anything right now",9
"I'm in a really dangerous emotional state and I'm scared",9
"I can't see a future for myself and I feel lost",9
"I'm having thoughts that scare me and I can't stop them",9
"I feel like I'm at risk of doing something to myself",9
"I'm overwhelmed with hopelessness and can't cope safely",9
"I feel like I just want everything to stop",9
"I'm in severe distress and don't feel safe with myself",9
"I'm struggling with thoughts of self-harm and it's intense",9
"I feel like I can't control what I might do right now",9
"I'm really scared of my own thoughts today",9
"I feel like I'm on the edge and need immediate help",9
"I'm in a very dark place and don't see a way out",9
"I feel like I can't go on like this anymore",9
"I'm having urgent emotional distress and feel unsafe",9
"I feel like I'm losing control and might act on it",9
"I'm in crisis and need support right away",9
"I'm feeling extremely hopeless and it's becoming dangerous",9

"I'm thinking about ending my life and I feel out of control",10
"I don't want to live anymore and I feel like there's no escape",10
"I'm in immediate danger from my thoughts and I can't cope",10
"I feel like I might hurt myself and I need urgent help",10
"Everything feels unbearable and I don't see any future",10
"I'm in extreme emotional crisis and feel completely unsafe",10
"I can't stop thinking about self-harm and it's overwhelming",10
"I feel like I'm at the point of doing something irreversible",10
"I'm in severe distress and need immediate intervention",10
"I feel completely consumed by hopelessness and despair",10
"I can't trust myself right now and feel very unsafe",10
"I'm having intense thoughts about not wanting to exist",10
"I feel like I'm at a breaking point and might act on it",10
"I'm in urgent emotional danger and can't manage this alone",10
"I feel like everything is over for me",10
"I'm experiencing extreme psychological distress right now",10
"I feel like I could lose control at any moment",10
"I'm in a critical state and need help immediately",10
"I'm overwhelmed by thoughts of self-harm and despair",10
"I feel like I don't want to be alive anymore and it's urgent",10

"I just got up and I’m making breakfast while thinking about what I need to do later, nothing too stressful today",1
"I’m sitting on the porch drinking water and listening to birds, just kind of enjoying a quiet morning",1
"I finished my shift and I’m heading home, probably just going to relax and watch something tonight",1
"I went to the gym earlier, felt pretty normal, now I’m stretching and getting ready for dinner",1
"I’m running a couple errands, picked up what I needed from the store, everything’s going smoothly",1
"I’m just cleaning around the house and listening to a podcast while I do it",1
"I had class earlier and now I’m just reviewing notes before I take a break",1
"I’m waiting in line at the coffee shop, scrolling on my phone, nothing unusual going on",1
"I’m cooking dinner and thinking about what show I want to watch after this",1
"I took my dog out for a walk and the weather is actually really nice today",1
"I’m just sitting in my car for a minute before heading into work, kind of a normal day",1
"I’ve been organizing my schedule for the week and it feels pretty manageable right now",1
"I’m hanging out with a friend later but for now I’m just relaxing at home",1
"I went grocery shopping and I’m unpacking everything while planning meals",1
"I’m just doing some laundry and catching up on messages from friends",1
"I’m watching a movie and eating snacks, just having a chill evening",1
"I’m at work but it’s been pretty quiet so I’m just getting through emails",1
"I’m walking through the park and taking my time, nothing stressful happening today",1
"I’m just tidying up my desk and getting ready for tomorrow",1
"I finished my tasks early so I’m just kind of relaxing and taking it easy",1
"I’m feeling a bit tired after not sleeping great and I’ve got a lot of small tasks piling up",2
"I’ve been slightly stressed about getting everything done today but I’m trying to stay organized",2
"I’m a little worried about an upcoming conversation I need to have at work",2
"I didn’t plan my day well and now I’m just trying to catch up on things",2
"I’ve been feeling kind of off lately, nothing major but just not fully myself",2
"I’m a bit frustrated because things keep taking longer than I expected",2
"I’ve got some mild anxiety about a deadline coming up later this week",2
"I’m just a little overwhelmed but I think I can manage everything",2
"I’ve been overthinking a few small mistakes I made earlier today",2
"I’m slightly on edge but I’m still functioning fine and getting things done",2
"I’m feeling a bit down today but I’m still going through my normal routine",2
"I’ve been distracted all day and it’s making it hard to focus properly",2
"I’m a little stressed about money this month but it’s not urgent yet",2
"I had a rough start to the day and it’s been hard to get fully into it",2
"I’m feeling some pressure at work but I’m trying to take it step by step",2
"I’m mildly annoyed at a situation but I’ll probably move past it soon",2
"I’ve been feeling a bit anxious in the background but nothing overwhelming",2
"I’m just not fully energized today and it’s affecting my focus a bit",2
"I’m slightly worried about how a conversation went earlier",2
"I’ve been feeling a little emotionally tired but still managing my day",2
"I’ve been feeling low and questioning myself a lot today",3
"I’m kind of sad and keep replaying things that happened earlier this week",3
"I’ve been feeling lonely even though I’ve been talking to people",3
"I feel a bit disconnected from everything and it’s hard to shake",3
"I’ve been second guessing a lot of decisions I’ve made recently",3
"I’m feeling kind of down and it’s affecting my motivation",3
"I’ve been more irritable than usual and I don’t really know why",3
"I feel like I’m not doing enough even though I’m trying my best",3
"I’ve been feeling emotionally tired and kind of drained lately",3
"I’m a bit upset about how something turned out earlier today",3
"I’ve been feeling unmotivated and just going through the motions",3
"I feel like I’m stuck in my own head a lot today",3
"I’ve been feeling a bit rejected after a conversation didn’t go well",3
"I’m low energy emotionally and it’s making everything feel heavier",3
"I’ve been thinking too much about things I can’t change",3
"I feel a bit lost about what I’m doing right now",3
"I’ve been feeling kind of sad but I’m still getting things done",3
"I feel emotionally off balance and not like myself today",3
"I’ve been struggling with motivation and feeling a bit flat",3
"I’m feeling down but I’m still trying to push through my day",3
"I feel overwhelmed trying to manage everything and I’m starting to panic a bit",4
"I’ve got so much going on and my mind won’t slow down at all",4
"I’m feeling anxious and it’s hard to focus on anything properly",4
"I keep thinking something is going to go wrong and I can’t relax",4
"I’m emotionally exhausted and everything feels harder than usual",4
"I feel tense all day like I can’t fully calm down",4
"I’m overwhelmed with tasks and I don’t know where to start",4
"I’ve been feeling on edge and it’s affecting my ability to think clearly",4
"I’m stressed and it feels like everything is happening at once",4
"I’m struggling to keep up and it’s making me really anxious",4
"I feel like I’m barely managing my responsibilities right now",4
"I’ve been getting really anxious about small things lately",4
"I feel emotionally drained and I just want to shut down",4
"I’m having trouble sleeping because my mind keeps racing",4
"I feel like I’m under constant pressure and it’s wearing me down",4
"I’m overwhelmed and trying to breathe through it but it’s hard",4
"I keep worrying about things even when I try not to",4
"I feel like I’m stuck in stress mode all the time",4
"I’m finding it hard to function normally today because of anxiety",4
"I feel like I’m close to breaking down from stress",4
"I feel like I can’t keep up with anything and I’m getting worse",5
"I’ve been anxious most of the day and it’s not letting up",5
"I’m overwhelmed and it’s starting to affect my daily functioning",5
"I keep spiraling into worried thoughts and can’t stop them",5
"I feel emotionally unstable and it comes in waves all day",5
"I’m really struggling to manage stress and it’s building up",5
"I feel like I’m constantly on edge and can’t relax at all",5
"I’ve been feeling mentally exhausted for days now",5
"I can’t focus because I keep worrying about everything",5
"I feel like I’m falling behind in life and it’s stressing me out",5
"I’m having trouble sleeping and my anxiety keeps waking me up",5
"I feel overwhelmed even when I try to break things down",5
"I’m struggling to stay calm even in normal situations",5
"I feel like I’m not coping well with anything right now",5
"I keep feeling like something bad is going to happen",5
"I’m emotionally drained and it’s affecting my performance",5
"I feel like I’m stuck in constant stress and worry",5
"I’ve been having frequent anxiety spikes throughout the day",5
"I feel like I can’t get my thoughts under control",5
"I’m really struggling but still trying to function normally",5
"I feel like I’m barely holding it together emotionally",6
"I’m very anxious and it feels like I can’t breathe properly sometimes",6
"I keep having intense waves of stress that hit out of nowhere",6
"I feel overwhelmed and it’s getting harder to cope each day",6
"I can’t stop worrying and it’s affecting everything I do",6
"I feel emotionally exhausted and mentally overloaded",6
"I’m struggling to think clearly because of constant anxiety",6
"I feel like I’m close to breaking down emotionally today",6
"I’ve been having panic-like feelings that are hard to control",6
"I feel really distressed and it’s hard to focus on anything else",6
"I’m overwhelmed by everything and it feels unmanageable",6
"I feel like I’m losing control of my emotions at times",6
"I’m anxious all the time and it’s really wearing me down",6
"I feel mentally flooded and can’t process things properly",6
"I’m struggling to function because of constant stress",6
"I feel like I can’t calm myself down no matter what I try",6
"I’m really distressed and it’s affecting my whole day",6
"I feel like I’m stuck in a cycle of anxiety and exhaustion",6
"I’m barely keeping up and it feels like too much",6
"I feel like I’m reaching my limit emotionally",6
"I feel like everything is collapsing and I can’t handle it anymore",7
"I’m in a really bad emotional place and I don’t know what to do",7
"I feel completely overwhelmed and hopeless about things improving",7
"I’m struggling deeply and it feels like I’m drowning in emotions",7
"I can’t cope with anything right now and it’s getting worse",7
"I feel like I’m losing control of my thoughts and emotions",7
"I’m in a dark place mentally and it’s hard to function",7
"I feel emotionally trapped and unable to get out of it",7
"I’m having breakdown moments and it’s really scary",7
"I feel like I can’t handle my life right now at all",7
"I’m overwhelmed to the point where I just want to shut down",7
"I feel like everything is too much and I can’t escape it",7
"I’m really distressed and nothing is helping me feel better",7
"I feel like I’m at my limit and might break soon",7
"I’m struggling with intense hopelessness today",7
"I feel like I’m barely holding on emotionally",7
"I’m in crisis emotionally and everything feels unbearable",7
"I feel like I can’t manage even basic things anymore",7
"I’m really overwhelmed and emotionally falling apart",7
"I feel like I’m stuck in constant distress",7
"I feel like I’m at a breaking point and it’s urgent",8
"I’m in severe emotional distress and I can’t calm down at all",8
"I feel completely overwhelmed and out of control mentally",8
"I’m having intense emotional pain and it won’t stop",8
"I feel like I’m losing grip on reality a bit right now",8
"I’m in a very bad state emotionally and need help",8
"I feel like everything is crashing down on me",8
"I’m extremely distressed and can’t function at all",8
"I feel like I’m at my limit and it’s getting dangerous",8
"I’m having constant panic and overwhelming thoughts",8
"I feel like I can’t handle my mind right now",8
"I’m in crisis and it feels like I’m spiraling fast",8
"I feel completely unsafe in my own thoughts",8
"I’m overwhelmed to the point of emotional collapse",8
"I feel like I might lose control any moment",8
"I’m in severe distress and can’t cope with anything",8
"I feel like I need immediate help because this is too much",8
"I’m emotionally overwhelmed and it’s escalating quickly",8
"I feel like I can’t escape this mental state",8
"I’m in urgent distress and everything feels unbearable",8
"I don’t want to be here anymore and I feel completely hopeless",9
"I’m thinking about hurting myself and I feel scared about it",9
"I feel like there’s no future for me and I can’t go on",9
"I’m in a dangerous emotional state and need help right away",9
"I can’t stop having thoughts of self-harm and it’s intense",9
"I feel like I might do something to myself and I’m not safe",9
"I’m overwhelmed with hopelessness and it feels urgent",9
"I feel like I want everything to just end right now",9
"I’m in severe distress and I don’t trust myself today",9
"I feel like I’m on the edge and could act on my thoughts",9
"I’m having really dark thoughts and I can’t control them",9
"I feel like I can’t survive feeling like this anymore",9
"I’m scared of what I might do because I feel out of control",9
"I feel like I’m in immediate emotional danger",9
"I’m in crisis and I need urgent support right now",9
"I feel completely hopeless and it’s becoming dangerous",9
"I can’t cope and I feel like I might hurt myself",9
"I’m overwhelmed and I don’t feel safe at all",9
"I feel like I’m losing control and it’s frightening",9
"I’m in a very dark place and I need help immediately",9
"I’m thinking about ending my life and I feel out of control",10
"I don’t want to live anymore and everything feels unbearable",10
"I feel like I’m at immediate risk of harming myself",10
"I can’t trust myself right now and I feel unsafe",10
"I’m in extreme emotional crisis and need urgent help",10
"I feel like everything is over and there’s no way out",10
"I’m having intense thoughts of self-harm that won’t stop",10
"I feel like I might act on dangerous thoughts right now",10
"I’m in critical distress and can’t manage this alone",10
"I feel completely consumed by despair and hopelessness",10
"I’m in a state of emergency emotionally and I need help",10
"I feel like I could lose control at any moment and act on it",10
"I’m overwhelmed by urges to hurt myself and it’s urgent",10
"I feel like I don’t want to exist anymore",10
"I’m in severe crisis and everything feels like it’s ending",10
"I feel unsafe in my own mind and it’s escalating fast",10
"I can’t cope and I feel like I’m in immediate danger",10
"I’m having overwhelming thoughts of not wanting to live",10
"I feel like I’m at my breaking point and it’s critical",10
"I’m in extreme distress and need immediate intervention",10
"I had a normal day but I feel slightly off emotionally",2
"I'm okay overall but a bit more stressed than usual",2
"I feel fine but there's a small sense of worry in the background",2
"I'm managing everything but I feel slightly overwhelmed at times",3
"I feel a little down and also somewhat stressed about things",3
"I'm okay but my mood has been lower than usual",3
"I feel a mix of stress and sadness today",3
"I'm getting through the day but I feel emotionally off",3
"I feel somewhat overwhelmed but still in control",3
"I'm a bit anxious and it's affecting my focus slightly",3

"I feel overwhelmed and it's getting harder to manage things",4
"I'm stressed and starting to feel emotionally drained",4
"I'm anxious and it's affecting my ability to concentrate",4
"I feel pressure building up and it's hard to relax",4
"I'm managing but it's taking a lot of effort",4
"I'm feeling tense and it's lasting most of the day",4
"I'm stressed and my thoughts keep racing",4
"I feel like I'm juggling too many things right now",4
"I'm overwhelmed and not sure how to prioritize everything",4
"I feel anxious and it's starting to interfere with my day",4

"I'm overwhelmed and struggling to keep everything together",5
"I feel anxious most of the time and it's exhausting",5
"I'm having trouble calming down even when I try",5
"I feel like stress is taking over my day",5
"I'm emotionally drained and it's affecting how I function",5
"I'm overwhelmed and it's starting to impact my sleep",5
"I feel like I can't keep up with everything anymore",5
"I'm constantly worried and can't relax",5
"I'm struggling to manage my emotions throughout the day",5
"I feel mentally exhausted and overwhelmed",5

"I feel extremely anxious and it's hard to think clearly",6
"I'm overwhelmed and it's becoming difficult to function",6
"I feel like I'm close to breaking down emotionally",6
"I'm constantly stressed and can't calm down",6
"I feel like I'm losing control of my thoughts",6
"I'm overwhelmed and everything feels too much",6
"I feel emotionally flooded and unable to cope",6
"I'm struggling to manage even simple tasks",6
"I feel like stress is consuming me",6
"I'm anxious all the time and it's wearing me out",6

"I feel like I'm falling apart and can't handle things",7
"I'm overwhelmed and it feels unbearable",7
"I feel hopeless about things getting better",7
"I'm struggling deeply and don't know what to do",7
"I feel like I can't cope with anything anymore",7
"I'm emotionally overwhelmed and close to breaking",7
"I feel like everything is too much to handle",7
"I'm in a really bad emotional state",7
"I feel like I'm losing control completely",7
"I'm overwhelmed and can't find relief",7

"I feel like I'm at a breaking point and it's serious",8
"I'm in severe distress and can't calm down",8
"I feel completely overwhelmed and out of control",8
"I'm in a very bad mental state and need help",8
"I feel like everything is collapsing around me",8
"I'm extremely distressed and can't function",8
"I feel like I might lose control at any moment",8
"I'm overwhelmed to the point of emotional shutdown",8
"I feel like I can't handle my mind right now",8
"I'm in crisis and everything feels unbearable",8

"I'm having thoughts of hurting myself and it's scary",9
"I feel like I might act on dangerous thoughts",9
"I'm overwhelmed and don't feel safe with myself",9
"I feel like I'm at risk and need help",9
"I'm in a very dark place and can't cope safely",9
"I feel like I can't control what I might do",9
"I'm having serious thoughts about self-harm",9
"I feel like I'm on the edge and it's dangerous",9
"I'm overwhelmed and feel unsafe",9
"I feel like I might hurt myself if this continues",9

"I'm thinking about ending my life and I feel out of control",10
"I don't want to live anymore and I feel unsafe",10
"I'm in immediate danger from my thoughts",10
"I feel like I might act on self-harm right now",10
"I'm in extreme crisis and need urgent help",10
"I can't trust myself and feel unsafe",10
"I'm overwhelmed by thoughts of harming myself",10
"I feel like everything is over and I can't go on",10
"I'm in a critical state and need immediate support",10
"I feel like I might do something irreversible",10

"I feel okay but slightly distracted and tired",2
"I'm doing alright but feel mildly stressed",2
"I feel a bit uneasy but still functioning normally",2
"I'm slightly overwhelmed but managing fine",3
"I feel a bit anxious and also somewhat down",3
"I'm not feeling great emotionally but I'm okay",3
"I feel like something is off but I can't explain it",3
"I'm stressed and it's starting to build up",4
"I feel overwhelmed and can't fully relax",4
"I'm anxious and struggling to stay focused",4
"I feel like I'm losing grip on my responsibilities",5
"I'm overwhelmed and can't keep up",5
"I feel emotionally unstable at times",5
"I'm anxious and it's affecting everything",6
"I feel like I can't handle the stress anymore",6
"I'm overwhelmed and breaking down emotionally",7
"I feel hopeless and stuck",7
"I'm in severe distress and can't cope",8
"I feel like I'm losing control and it's dangerous",9
"I feel like I might hurt myself right now",10

"I had a good day but still feel a bit anxious underneath",3
"I feel okay but there's some stress lingering",3
"I'm managing but feeling increasingly overwhelmed",4
"I feel anxious and it's hard to ignore",4
"I'm overwhelmed and it's affecting my mood",5
"I feel mentally exhausted and stressed",5
"I'm struggling to cope with everything",6
"I feel like I'm breaking down internally",6
"I'm overwhelmed and losing control",7
"I feel like everything is collapsing",7
"I'm in a crisis and can't manage it",8
"I feel like I'm in danger from my own thoughts",9
"I feel like I might act on harmful thoughts",10

"I feel slightly off but still okay overall",2
"I feel a bit stressed but it's manageable",2
"I'm okay but a little overwhelmed",3
"I feel like stress is building up",4
"I'm overwhelmed and struggling more",5
"I feel like I can't keep up anymore",6
"I'm emotionally overwhelmed and unstable",7
"I'm in severe distress and need help",8
"I feel unsafe and worried about myself",9
"I feel like I might hurt myself",10

"I feel calm but slightly distracted",1
"I'm relaxed and nothing is really bothering me",1
"I'm doing fine and just going through my day",1
"I feel okay but slightly tired",2
"I'm a bit stressed but still functioning well",2
"I'm feeling somewhat down but managing",3
"I'm overwhelmed but still holding it together",4
"I'm struggling more than usual",5
"I'm very anxious and overwhelmed",6
"I'm emotionally breaking down",7
"I'm in severe emotional distress",8
"I'm having thoughts of self-harm",9
"I'm thinking about ending my life",10
"I don't want to do this anymore",6
"Everything sucks. I just want to talk to someone.",5

"Everything feels normal today, just a bit of tiredness in the background",2
"Morning started fine but there is a slight sense of unease",2
"Work is manageable but focus feels slightly off",2
"Small tasks are getting done but stress is slowly building",3
"Some emotional heaviness is noticeable throughout the day",3
"Routine is intact but motivation feels lower than usual",3
"A bit of anxiety is present while handling daily responsibilities",3
"Pressure from upcoming deadlines is becoming harder to ignore",4
"Concentration is breaking due to rising stress levels",4
"Tasks are piling up and everything feels harder to manage",4
"Restlessness is present most of the day",4
"Sleep quality has dropped due to ongoing worry",4
"Emotional fatigue is becoming more noticeable over time",4
"Stress is starting to interfere with normal functioning",4
"Constant worry is making it difficult to focus properly",5
"Emotional exhaustion is affecting productivity significantly",5
"Feelings of being overwhelmed are present throughout the day",5
"Anxiety spikes are occurring more frequently than usual",5
"Control over thoughts feels reduced and unstable",5
"Normal tasks feel unusually difficult to complete",5
"Stress response is staying active even in calm situations",5
"Racing thoughts are making relaxation difficult",5
"Persistent worry is affecting overall mood and energy",5
"Coping with daily responsibilities feels increasingly difficult",6
"Emotional strain is making it hard to think clearly",6
"Stress levels are interfering with decision making",6
"Feeling mentally overloaded is becoming constant",6
"Calm moments are rare and short-lived",6
"Emotional control feels unstable and unpredictable",6
"Sense of being overwhelmed is persistent and intense",6
"Functioning normally is becoming increasingly difficult",6
"Distress is affecting both focus and physical well-being",6
"Emotional pressure feels too heavy to manage",7
"Hopelessness is becoming more frequent throughout the day",7
"Breaking point feels closer with each passing hour",7
"Emotional pain is constant and difficult to ignore",7
"Sense of losing control is becoming stronger",7
"Functioning normally is barely possible now",7
"Everything feels emotionally overwhelming and unmanageable",7
"Crisis-like emotional state is becoming more persistent",7
"Severe emotional instability is affecting all aspects of life",8
"Distress is reaching a level where normal coping fails",8
"Sense of reality feels unstable under emotional pressure",8
"Overwhelming thoughts are making it hard to function",8
"Emotional collapse feels imminent without relief",8
"Psychological distress is affecting basic functioning",8
"Control over emotions feels significantly weakened",8
"Critical emotional state is persisting without improvement",8
"Thoughts of self-harm are becoming intrusive and frequent",9
"Safety with own thoughts feels compromised",9
"Risk of acting on harmful impulses feels increased",9
"Emotional pain is reaching dangerous levels",9
"Sense of hopelessness is becoming overwhelming and urgent",9
"Control over impulses feels severely reduced",9
"Distress is reaching a level that feels unsafe",9
"Urgent need for emotional support is becoming clear",9
"Immediate danger from emotional state feels possible",10
"Severe psychological crisis is currently ongoing",10
"Loss of control over thoughts feels complete",10
"Risk of self-harm feels immediate and critical",10
"Emotional pain is unbearable and constant",10
"Sense of safety is completely absent",10
"Despair is overwhelming every thought process",10
"Urgent intervention is necessary due to mental state",10
"Normal functioning is no longer possible under current distress",10
"Morning routine continues but stress is slowly increasing",3
"Daily responsibilities are being completed with difficulty",4
"Emotional pressure is rising while trying to stay functional",5
"Focus is breaking due to persistent anxious thoughts",5
"Stress is building and becoming harder to ignore",4
"Calm moments are interrupted by ongoing worry",5
"Workload feels unmanageable under current mental strain",6
"Emotional exhaustion is affecting even simple tasks",6
"Sense of being overwhelmed is becoming constant",7
"Severe distress is impacting ability to function",8
"Risk of emotional breakdown feels high",8
"Thought patterns are becoming increasingly negative and intrusive",9
"Critical emotional state is escalating rapidly",10
"Normal thinking is being replaced by overwhelming despair",10
"Basic tasks are still being completed despite emotional strain",3
"Minor stress is present but overall stability remains",2
"Background anxiety is present but manageable",3
"Emotional discomfort is noticeable but not disabling",3
"Stress levels are elevated but still controlled",4
"Functioning is impaired due to rising anxiety",5
"Severe worry is disrupting normal thought patterns",6
"Emotional instability is becoming more frequent",7
"Severe crisis state is affecting overall well-being",8
"Safety concerns regarding thoughts are emerging",9
"Immediate emotional danger is becoming apparent",10
