text,label
"Ugh, I just tripped and scraped my knee on the sidewalk",2.0
"My internet has been out for three hours and it's so frustrating",2.0
"Look, someone left a bunch of trash on my front lawn",2.0
"Man, I can't find my wallet anywhere and I've looked everywhere",2.0
"Is there a power outage? My lights just flickered and went off",2.0
"So annoying, my car won't start and I'm going to be late for work",2.0
"Hey, there's a dog barking incessantly next door, it's been an hour",2.0
"I think I might have a mild cold, my throat is a little scratchy",2.0
"Did anyone report the broken street light on 5th and Main?",2.0
"Someone parked right in front of my driveway and I can't get out",2.0
"My sink is leaking and getting the floor all wet",2.0
"There is a cat stuck in the tree in my backyard",2.0
"Excuse me, I left my bag on the bus and need to find it",2.0
"The local park is covered in litter after the festival",2.0
"I have a splinter in my finger and I can't get it out",2.0
"My computer keeps freezing every time I try to open a file",2.0
"There's a weird smell coming from the drain in the kitchen",2.0
"Can someone check the potholes on Oak Street? They are getting bad",2.0
"I lost my umbrella and it's starting to drizzle",2.0
"My phone screen cracked and now I can't read my messages",2.0
"The mail hasn't come yet and I'm waiting on a package",2.0
"I accidentally locked myself out of the house, no one is home",2.0
"My coffee is cold and the shop won't give me a refund",2.0
"There's a group of kids loitering by the convenience store",2.0
"I keep hearing a tapping sound on the window, probably a branch",2.0
"The vending machine took my dollar and didn't give me a snack",2.0
"I have a bit of a headache from staring at the screen too long",2.0
"My neighbor's sprinklers are hitting my window and it's loud",2.0
"I think I left the stove on but I'm already at the office",2.0
"There's a lot of traffic today for some reason",2.0
"I dropped my sandwich on the floor, what a waste",2.0
"My shoelace broke and I don't have a spare",2.0
"The library is closed today even though the sign says it's open",2.0
"I've got a really itchy bug bite on my ankle",2.0
"Someone didn't pick up after their dog on the sidewalk",2.0
"My heater is making a weird clicking noise tonight",2.0
"I can't get this jar of pickles open no matter how hard I try",2.0
"There is a small crack in my windshield from a pebble",2.0
"I missed my flight because the alarm didn't go off",2.0
"The elevator is out of service in my building again",2.0
"I'm feeling a little bit tired today, just low energy",2.0
"My favorite shirt got a stain on it at lunch",2.0
"The ATM is out of cash and I really need some",2.0
"There's a lot of construction noise outside my apartment",2.0
"I keep getting spam calls every ten minutes",2.0
"My tooth is a little sensitive to cold water today",2.0
"I forgot my password and I'm locked out of my account",2.0
"The bus is running twenty minutes behind schedule",2.0
"I have a mild sunburn from being at the beach",2.0
"My glasses are foggy and I can't see anything",2.0
"The milk in the fridge smells a little sour",2.0
"I think I'm losing my voice, it sounds raspy",2.0
"Someone stole my package off the porch, I'm so mad",2.0
"My garden is full of weeds and I don't have time to pull them",2.0
"The remote control is missing again, probably under the couch",2.0
"I've got a bit of a stiff neck from sleeping funny",2.0
"There is no toilet paper left in the bathroom stall",2.0
"The grocery store ran out of the bread I like",2.0
"My pen ran out of ink right in the middle of a sentence",2.0
"I have a small blister on my heel from these new shoes",2.0
"The wifi signal is really weak in this room",2.0
"I accidentally deleted an important email",2.0
"My laundry is still damp even after a full cycle",2.0
"I'm pretty sure I have a cavity starting to hurt",2.0
"There is a fly in my house and I can't catch it",2.0
"I got mud on my new white sneakers",2.0
"The pizza delivery is over an hour late",2.0
"My belt loop got caught on the door handle and ripped",2.0
"I forgot to bring my lunch to work today",2.0
"The sink is draining really slowly this morning",2.0
"I have a tiny scratch on my phone screen",2.0
"The flashlight batteries are dead and I don't have extras",2.0
"My neighbor is parked slightly over the line into my spot",2.0
"The movie theater was way too air conditioned",2.0
"I can't find a matching pair of socks",2.0
"My umbrella flipped inside out because of the wind",2.0
"I've been on hold for thirty minutes with customer service",2.0
"The printer is jammed and I need this document now",2.0
"I keep sneezing, must be the pollen outside",2.0
"My ice cream melted before I could finish it",2.0
"I've got a bit of a sore muscle from the gym",2.0
"The battery in my smoke detector is chirping",2.0
"I accidentally stepped in a puddle and my sock is wet",2.0
"There is a weird buzzing sound coming from the fridge",2.0
"I'm slightly annoyed that it's raining on my day off",2.0
"My shoelaces keep coming untied every five minutes",2.0
"The store clerk was kind of rude to me just now",2.0
"I've got a little bit of indigestion from that spicy food",2.0
"My alarm went off but I slept right through it",2.0
"The zipper on my jacket is stuck and won't budge",2.0
"I'm a little frustrated because I can't solve this puzzle",2.0
"There's a leaf stuck in my hair and I didn't notice",2.0
"The water pressure in the shower is really low",2.0
"I've got a small bruise on my arm and I don't know how",2.0
"The post office lost my letter, I'm sure of it",2.0
"My headphones are crackling and it's driving me crazy",2.0
"I'm just having one of those days where nothing goes right",2.0
"I keep dropping my phone today for some reason",2.0
"There's a smudge on my window that won't come off",2.0
"My power has been out for six hours now and I’m starting to get worried about the food",3.0
"I’ve been trying to reach my doctor all day but nobody is picking up the phone",3.0
"Honestly I just feel really lonely today and it’s getting hard to ignore",3.0
"Someone stole my bike from the rack outside and I really need it for work",3.0
"There is a massive pothole on my street that just popped someone's tire",3.0
"I think I’m coming down with the flu because I can’t stop shivering",3.0
"Hey I’ve been waiting for my prescription for two days and the pharmacy is closed",3.0
"My basement is starting to smell like sewage and I don’t know what to do",3.0
"I’m having a really rough time at school and I just feel like I'm failing everything",3.0
"Someone hit my parked car and just drove off without leaving a note",3.0
"I can't get my front door to lock properly and I'm home alone tonight",3.0
"My dog ate something weird and now he's been acting really lethargic all morning",3.0
"I’ve had this splitting headache for twelve hours and medicine isn't helping",3.0
"There's a stray dog wandering near the highway and I'm afraid it's going to get hit",3.0
"I just found out my identity might have been stolen and I'm panicked about my bank account",3.0
"The ceiling in my bathroom is leaking and there's a huge water spot forming",3.0
"I’ve been stuck at the airport for ten hours and they keep canceling my flights",3.0
"My grandmother hasn't answered her phone all day and she usually calls me by now",3.0
"I'm feeling really overwhelmed with these bills and I don't see a way to pay them",3.0
"Someone is loitering in the hallway of my apartment building and they don't live here",3.0
"I think I have a bad infection in my tooth because my whole jaw is throbbing",3.0
"My car is making a loud grinding noise every time I hit the brakes",3.0
"There is a dead animal in the middle of the road and it's causing traffic issues",3.0
"I’ve been feeling really depressed lately and I just can't seem to get out of bed",3.0
"My credit card was declined at the store and I know there should be money on it",3.0
"I can't find my passport and my flight leaves in six hours",3.0
"There is a strange man standing across the street just staring at my house",3.0
"My air conditioning stopped working and it's almost ninety degrees in here",3.0
"I keep getting these weird dizzy spells every time I stand up too fast",3.0
"Someone threw a rock through my side window while I was at work",3.0
"I’m trying to cancel this subscription but the company is making it impossible",3.0
"My phone was stolen out of my bag while I was on the subway",3.0
"I’ve been coughng for three weeks and I’m starting to get worried about my lungs",3.0
"There's a large tree branch hanging dangerously low over my driveway",3.0
"I just got a notice that my water is being shut off but I paid the bill",3.0
"My son got into a fight at school and I have to go pick him up now",3.0
"I’m feeling a lot of anxiety about this job interview tomorrow",3.0
"There is a deep crack forming in the foundation of my house",3.0
"I lost my wedding ring at the park and I'm absolutely devastated",3.0
"My landlord hasn't fixed the heat and it's freezing in my apartment",3.0
"I found a swarm of bees living in the wall of my garage",3.0
"I think I’m being followed by a black car but I’m not entirely sure",3.0
"My computer crashed and I lost all of my final project files",3.0
"I’ve been having some weird chest tightness but it goes away when I sit down",3.0
"There's a massive sinkhole forming in the middle of the parking lot",3.0
"I can't get in touch with my kids' daycare and they were supposed to be home",3.0
"My back is in so much pain I can't even bend over to put on my shoes",3.0
"Someone is using my photos to make fake profiles on the internet",3.0
"I’m worried about my drinking and I think I need to find a meeting",3.0
"The street is flooded after the storm and I can't get my car out",3.0
"My stove is leaking gas I can smell it but the knobs are all off",3.0
"I’ve been having a lot of trouble breathing lately because of the humidity",3.0
"Someone broke into the mailboxes in our lobby and took everyone's mail",3.0
"I’m feeling very hopeless about my situation right now",3.0
"My cat got out last night and she still hasn't come back home",3.0
"I have a high fever and I'm starting to feel a bit delusional",3.0
"There is a group of people arguing very loudly in the street outside",3.0
"I think I left my medication at the hotel and I'm three hours away",3.0
"My daughter is being bullied online and she won't stop crying",3.0
"I keep hearing a scratching sound inside the walls of my bedroom",3.0
"The fridge died while we were on vacation and all the food is rotten",3.0
"I’m so stressed out that I’ve started losing my hair in patches",3.0
"Someone is sleeping in the vestibule of my store and I need to open up",3.0
"I can't find my dog's leash and he really needs to go out",3.0
"My knee just buckled while I was walking and now I can't put weight on it",3.0
"I received a very threatening letter in the mail today",3.0
"I’m worried that my house is haunted because things keep moving",3.0
"The garage door is stuck halfway open and I can't get it to move",3.0
"I’ve been feeling very lightheaded all afternoon",3.0
"Someone is ringing my doorbell at 3 AM and I'm scared to look",3.0
"My oven caught fire for a second but I put it out with baking soda",3.0
"I’m struggling with some very dark thoughts today",3.0
"There is a strange chemical smell coming from the factory nearby",3.0
"I can't find my car in this massive parking garage and it's dark",3.0
"My water heater exploded and there is water everywhere in the basement",3.0
"I’m having a hard time focusing on anything because I’m so sad",3.0
"Someone spray painted graffiti all over my fence last night",3.0
"I think I have a spider bite on my neck that is getting very red",3.0
"The neighbor's tree fell onto my roof but it didn't break through",3.0
"I’m stuck in an elevator and the alarm button isn't working",3.0
"I’ve been crying for two hours and I don't even know why",3.0
"Someone is trying to scam my elderly mother out of her savings",3.0
"My car ran out of gas on the side of a very busy road",3.0
"I have a rash all over my body and it's starting to blister",3.0
"I'm feeling very disconnected from reality lately",3.0
"There's a lot of smoke in the air outside but I don't see a fire",3.0
"My sink is overflowing and I can't find the shut-off valve",3.0
"I’m worried about my mental health and I think I need help",3.0
"Someone is knocking on my window and I live on the second floor",3.0
"My son has been missing for two hours but he's usually home by now",3.0
"I think I have a piece of glass stuck in my foot and it's deep",3.0
"There is a wild animal trapped in my chimney",3.0
"I’ve been having some really bad stomach cramps all night",3.0
"Someone stole my purse while I was at the grocery store",3.0
"I'm feeling very pressured and like I'm about to snap",3.0
"My window was shattered by a baseball and there's glass everywhere",3.0
"I can't get my breathing back to normal after that panic attack",3.0
"There's a huge leak in the water main outside my house",3.0
"I'm worried that someone is watching me through my webcam",3.0
"I just feel like everything is going wrong at the same time",3.0
"There is a huge, deep flood in the middle of the street and cars are getting stuck",4.0
"I can hear a man and woman screaming at each other in the apartment next door and it sounds like things are breaking",4.0
"My car just stalled in the middle of a high-speed intersection and I can't get it to move",4.0
"I’ve been trying to wake up my roommate for ten minutes and they are breathing but won't open their eyes",4.0
"Somebody is trying to force my window open from the outside right now",4.0
"My chest feels incredibly heavy and I’m starting to have trouble catching my breath",4.0
"I just saw a car hit a cyclist and the driver didn't even stop to check on them",4.0
"There is a massive thick cloud of black smoke coming from the house across the street",4.0
"I’m lost in this hiking trail and the sun is going down and I don't have a flashlight",4.0
"My toddler just swallowed a small battery and I don't know if I should drive to the ER or wait",4.0
"There's a person lying face down on the sidewalk and they haven't moved in a long time",4.0
"I just got a notification that someone is trying to log into my bank account from another country",4.0
"My brakes completely failed while I was driving and I had to use the emergency brake to stop",4.0
"Someone is following me through the mall and every time I turn around they hide",4.0
"I think I’m having a severe allergic reaction because my face is starting to swell up",4.0
"There is a large aggressive dog roaming the playground and kids are scared to leave the equipment",4.0
"My elderly father has been gone for four hours and he has dementia and it's freezing outside",4.0
"I can smell a very strong scent of natural gas in my kitchen and it's making me lightheaded",4.0
"There is a group of people fighting in the middle of the street with bats and pipes",4.0
"I just found a suicide note from my brother and I can't find him anywhere in the house",4.0
"My water heater just burst and there is two inches of hot water covering my entire basement",4.0
"Someone just snatched my phone out of my hand and ran into the subway station",4.0
"I’ve been feeling extremely dizzy and my vision is starting to go blurry and dark",4.0
"There is a power line that snapped and it's laying across my driveway sparking",4.0
"I just witnessed a guy break a car window and grab a bag while the owner was in the store",4.0
"My kitchen sink is backing up with black sludge and it's overflowing onto the floor",4.0
"I’m having a massive panic attack and I feel like my heart is going to explode out of my chest",4.0
"Someone is banging on my front door and demanding to be let in and I don't know who it is",4.0
"I just saw a child wandering alone near the busy intersection with no adult in sight",4.0
"There is a fire in the dumpster behind the building and the flames are reaching the second floor",4.0
"My husband is slurring his speech and he can't seem to lift his right arm",4.0
"I’m trapped in my bathroom because the door handle broke and I don't have my phone",4.0
"There's a car driving the wrong way down the one-way street toward oncoming traffic",4.0
"I just found my front door wide open and my house has been completely tossed",4.0
"My leg is starting to swell up and turn purple after I got stung by something",4.0
"Someone is sitting in a parked car outside my house just taking pictures of my windows",4.0
"I can hear a baby crying uncontrollably in the apartment next door for over two hours",4.0
"There is a large chemical spill on the road from a truck that just turned the corner",4.0
"I’m feeling very suicidal and I don't think I can keep myself safe tonight",4.0
"My car is overheating and there is steam pouring out from under the hood in the middle of traffic",4.0
"I just saw a man pull a knife on someone at the bus stop",4.0
"There is a tree that looks like it's about to fall onto the power lines in my backyard",4.0
"I can't find my six-year-old at the crowded park and I've looked everywhere for ten minutes",4.0
"My blood sugar is dangerously low and I'm starting to lose consciousness",4.0
"Someone just threw a brick through my living room window and ran away",4.0
"I’m stuck in the middle of the elevator between floors and the emergency phone isn't picking up",4.0
"There's a strange man in my backyard looking through my sliding glass door",4.0
"I just saw a hit and run where a car smashed into a parked vehicle and sped off",4.0
"My carbon monoxide detector is going off and I'm starting to feel very sleepy",4.0
"I’m having a really hard time breathing and my inhaler isn't doing anything",4.0
"There is a huge sinkhole that just opened up in the middle of the street",4.0
"I just saw someone get shoved into a van against their will",4.0
"My apartment is starting to fill with water from the unit above me",4.0
"Someone is trying to scam me into giving them my social security number over the phone",4.0
"I can hear someone screaming for help from the woods behind my house",4.0
"There's a car on the side of the road that is starting to smoke and catch fire",4.0
"I just fell down the stairs and I think my ankle is definitely broken",4.0
"My boss is threatening me and I feel very unsafe at my workplace right now",4.0
"There is a suspicious backpack left sitting on the bench in the crowded train station",4.0
"I’m having a severe allergic reaction to something I ate and my throat is tight",4.0
"Someone just stole my car while my dog was still inside of it",4.0
"I just saw a house fire start in the garage of the neighbor's home",4.0
"My child is having a seizure and I don't know what to do to help them",4.0
"There is a man walking down the street with a rifle over his shoulder",4.0
"I’m trapped in my car after a crash and the doors won't open",4.0
"I just found my friend passed out on the floor with an empty bottle of pills",4.0
"Someone is breaking into the store across the street right now",4.0
"I’m feeling very lightheaded and I keep nearly passing out",4.0
"There is a massive tree limb that just crashed onto my roof",4.0
"I just saw a woman being harassed by a group of men at the park",4.0
"My kitchen is filling with smoke because the oven caught on fire",4.0
"Someone is trying to pull my daughter away from me at the store",4.0
"I’m having a very hard time staying awake after hitting my head",4.0
"There is a car driving very erratically like the driver is intoxicated",4.0
"I just found a strange person sleeping in my guest bedroom",4.0
"My dog just bit me really hard and it won't stop bleeding",4.0
"I’m feeling very overwhelmed and like I'm going to hurt myself",4.0
"There is a gas leak in my neighborhood and the whole street smells like eggs",4.0
"I just saw a teenager get hit by a car while crossing the street",4.0
"My phone was snatched out of my hand while I was walking home",4.0
"Someone is trying to break into my car while I'm sitting inside of it",4.0
"I’m having a lot of chest pain and it's radiating down my left arm",4.0
"There is a fire in the brush near the woods and it's spreading fast",4.0
"I just saw someone fall off their balcony on the third floor",4.0
"My son is missing and he was supposed to be home from school three hours ago",4.0
"I’m trapped in the basement and the water is rising from the flood",4.0
"Someone just threw something at my car while I was driving on the highway",4.0
"I just found a man standing in my kitchen and I live alone",4.0
"My child is choking on a piece of candy and I can't get it out",4.0
"There is a shooter at the mall and everyone is running for the exits",4.0
"I’m having a severe asthma attack and I can't find my medication",4.0
"Someone is trying to kidnap my neighbor's kid in the driveway",4.0
"I just saw a car fly off the bridge and into the river",4.0
"My house is being broken into and I'm hiding in the closet",4.0
"I’m bleeding very badly from a deep cut on my leg",4.0
"There is a person with a gun in the lobby of my office building",4.0
"I just saw a massive explosion at the warehouse downtown",4.0
"My baby has stopped breathing and I'm starting CPR now",4.0
"Someone is shooting at my house from the street outside",4.0
"I’m in a really dark place and I don't think I can go on",4.0
"I’m trying to stay calm but my heart is racing and I can’t stop shaking",5.0
"There is a huge fight breaking out at the gas station and someone has a baseball bat",5.0
"I just saw a car flip over on the highway and smoke is starting to come out of the engine",5.0
"Please help my grandmother she fell down and she can't get up and her leg looks twisted",5.0
"I can smell smoke in my hallway and the fire alarm is going off but I don't see flames yet",5.0
"Someone is following me home and they just sped up when I started running",5.0
"I've been vomiting for two days straight and now I feel like I'm going to pass out",5.0
"My front door was kicked in while I was at the store and the house is a mess",5.0
"There is a man standing in the middle of the street screaming at cars and waving a pipe",5.0
"I think I’m having a reaction to my meds because my tongue feels thick and itchy",5.0
"My car is stuck on the railroad tracks and I can hear a train whistle in the distance",5.0
"Somebody just snatched my purse and shoved me to the ground",5.0
"I’m trapped in the elevator and it just dropped a few feet and stopped again",5.0
"There's a chemical smell in the building and everyone is starting to cough",5.0
"I just found a suicide note from my roommate and their car is gone",5.0
"My baby has a really high fever and their skin is starting to look blue around the mouth",5.0
"I can hear someone breaking glass in the back of my house right now",5.0
"There is a massive tree limb resting on a power line and it's starting to spark",5.0
"I just witnessed a hit and run and the person on the bike is bleeding from their head",5.0
"My husband is slurring his words and he doesn't know what year it is",5.0
"I'm hiding in the bathroom because my boyfriend is throwing things and yelling",5.0
"There is a brush fire near the fence of my backyard and the wind is picking up",5.0
"I just saw a toddler wandering near the edge of the pond with no adult",5.0
"My chest feels tight like an elephant is sitting on it and I'm sweating a lot",5.0
"Someone just threw a brick through my car window while I was stopped at the light",5.0
"I can see a person face down in the water near the pier",5.0
"My carbon monoxide detector is wailing and I have a pounding headache",5.0
"There's a guy in the park exposing himself to people passing by",5.0
"I just got a frantic call from my daughter and then the line went dead",5.0
"My kitchen is filling with thick white smoke from the dishwasher",5.0
"I’ve been bitten by a snake and my leg is starting to swell up fast",5.0
"Someone is trying to climb onto my balcony and I live on the third floor",5.0
"I just saw a car drive off the road and into the ditch at high speed",5.0
"My teenager hasn't come home and their phone location was last seen at a weird address",5.0
"I'm having a severe asthma attack and my rescue inhaler is empty",5.0
"There is a huge gas leak on the corner and you can hear the hissing sound",5.0
"I just found my front door wide open and my dog is missing",5.0
"I can hear someone crying for help from inside the locked public restroom",5.0
"My vision just went blurry in one eye and my face feels numb",5.0
"Someone is trying to break into the pharmacy across the street",5.0
"I just saw a massive dog attack a person on the sidewalk",5.0
"I’m trapped in the basement because the stairs collapsed during the flood",5.0
"There is a suspicious package smoking in the trash can at the station",5.0
"I think I’m being followed by the same car I saw yesterday",5.0
"My wife is having a seizure and it’s been going on for over three minutes",5.0
"I just saw a man pull a knife on a woman in the parking garage",5.0
"There is a power line down in my yard and the grass is starting to burn",5.0
"I'm lost in the woods and I can hear coyotes getting closer",5.0
"My child is choking and I can't get the object out of their throat",5.0
"I just found my son unconscious with an empty bottle of bleach",5.0
"Someone is banging on my door saying they have a gun",5.0
"I’m bleeding a lot from a cut and I can’t get it to stop with pressure",5.0
"There is a car fire in the parking lot right next to other vehicles",5.0
"I just saw someone get pushed into a black van",5.0
"My house is flooding from a broken pipe and the water is near the outlets",5.0
"I’m having thoughts of hurting myself and I have a plan ready",5.0
"There is a shooter at my school please send help now",5.0
"I just saw a car crash into a storefront and people are trapped",5.0
"My blood sugar is 30 and I can't stay awake",5.0
"Someone is trying to break into my bedroom window right now",5.0
"I can see a house on fire two blocks away and the roof is collapsing",5.0
"My boyfriend just hit me and I'm locked in the car",5.0
"There is a person with a weapon in the lobby of the building",5.0
"I just saw a kid fall out of a moving vehicle",5.0
"My throat is closing up after I ate something with peanuts",5.0
"Someone is shooting at my house from the street",5.0
"I just saw a plane that looks like it's going down",5.0
"My baby isn't breathing and her face is turning purple",5.0
"I'm in a really bad place and I don't want to live anymore",5.0
"There is a massive explosion at the chemical plant nearby",5.0
"Help me I'm being chased by a man with a knife",5.0
"I just saw a car hit a pedestrian and keep going",5.0
"My house is filling with water and I can't get the door open",5.0
"Someone is trying to kidnap my kid at the park",5.0
"I'm having a heart attack please hurry",5.0
"There is a shooter in the office hide everyone",5.0
"I just saw a bridge collapse into the river",5.0
"My arm was severed in a machinery accident",5.0
"Someone is holding me at gunpoint in my own home",5.0
"I'm losing too much blood I feel cold",5.0
"There is a fire in the nursing home and people are trapped",5.0
"I just saw a person jump off the roof",5.0
"My husband is slumping over and he can't speak",5.0
"Someone is trying to break into the bank",5.0
"I'm being followed by a group of men and they look dangerous",5.0
"There is a gas leak in the school and kids are dizzy",5.0
"I just saw a car explode on the side of the road",5.0
"My child is missing and we are near the busy highway",5.0
"I'm trapped in a fire and I can't breathe",5.0
"Someone is trying to kill me please help",5.0
"I just saw a massive pileup on the freeway",5.0
"My leg is crushed under a fallen tree",5.0
"There is a person with a bomb in the mall",5.0
"I just found my sister unresponsive on the floor",5.0
"Someone is shooting a gun in the park",5.0
"I'm having a severe allergic reaction and I'm alone",5.0
"There is a fire in the woods behind my house",5.0
"I just saw a car fly off the embankment",5.0
"My baby is blue and not moving",5.0
"I can't go on I'm at the edge of the roof",5.0
"HELP! Someone just collapsed at the bus stop and they aren't waking up!",6.0
"I can see fire coming out of the second-story window of that house!",6.0
"My kitchen is filling with thick black smoke and I can't find the cat!",6.0
"A man just pulled a knife on me and he's demanding my keys!",6.0
"HE'S HITTING HER! My neighbor is attacking his wife in the driveway!",6.0
"I just saw a car fly off the road and flip over into the ditch!",6.0
"My baby is choking and turning blue, I don't know what to do!",6.0
"There's a massive gas leak and I can hear the hissing from the street!",6.0
"PLEASE HURRY my husband is having a seizure and it won't stop!",6.0
"Someone just smashed my window and they are trying to climb inside!",6.0
"I think I'm having a heart attack, my chest is tight and I'm dizzy!",6.0
"There's a person face down in the water near the pier, they aren't moving!",6.0
"A power line just snapped and it's sparking right on top of a car!",6.0
"I just saw a hit and run, a guy on a bike got tossed into the air!",6.0
"My carbon monoxide alarm is screaming and I feel like I'm going to vomit!",6.0
"HE HAS A GUN! There is a man with a gun in the middle of the park!",6.0
"I'm trapped in the elevator and it just dropped, I'm scared!",6.0
"There is a huge chemical spill on the highway and the fumes are burning my eyes!",6.0
"I found a suicide note and my brother's room is empty, I'm terrified!",6.0
"My child just drank a whole bottle of cleaning fluid, please help!",6.0
"The store is being robbed right now, I'm hiding in the back!",6.0
"I can't breathe, my throat is closing up, I think it was the peanuts!",6.0
"Someone is trying to snatch my kid away from me in the parking lot!",6.0
"I just saw a plane go down behind the trees, there was a loud bang!",6.0
"My wife is slurring her words and one side of her face is sagging!",6.0
"THERE IS A SHOOTER! Get out of the building, everyone run!",6.0
"I'm bleeding really bad from a deep cut and I can't get it to stop!",6.0
"Someone just threw a brick through my windshield while I was driving!",6.0
"There's a man following me and he's shouting that he's going to kill me!",6.0
"The ceiling just collapsed in the apartment above me, water is everywhere!",6.0
"My daughter didn't come home and a stranger is answering her phone!",6.0
"I just saw a massive explosion at the gas station down the street!",6.0
"HELP ME! I'm locked in the closet and I hear someone in my room!",6.0
"A tree just fell on a car and someone is trapped inside!",6.0
"My blood sugar is 25, I can't stand up, I'm going to pass out!",6.0
"Someone is trying to break down my front door with a crowbar!",6.0
"I can hear someone screaming for help from the burning house!",6.0
"My boyfriend just hit me and he won't let me leave the house!",6.0
"There's a suspicious bag smoking at the train station, everyone run!",6.0
"I think I've been bitten by a rattlesnake, my leg is purple!",6.0
"A man is standing on the ledge of the bridge, he looks like he's going to jump!",6.0
"I just saw a toddler wandering alone near the high-speed traffic!",6.0
"There is a person with a rifle walking toward the school entrance!",6.0
"I'm trapped in the basement and the water is up to my waist!",6.0
"Someone just got stabbed in the middle of the crowded mall!",6.0
"My baby stopped breathing, please please tell me what to do!",6.0
"There's a huge fire in the woods and the wind is blowing it toward the houses!",6.0
"I just found my friend unconscious with an empty bottle of pills!",6.0
"He's got a gun to his head, he's going to do it, help!",6.0
"The floor is shaking and I hear a loud rumbling, I think it's an earthquake!",6.0
"I'm losing so much blood I feel cold, please hurry!",6.0
"Someone is trying to force me into their car, HELP!",6.0
"There is a gas leak in the school and children are fainting!",6.0
"I just saw a car crash into a crowd of people at the parade!",6.0
"My house is on fire and I can't find my kids!",6.0
